Acquisizione,Label,Label_norm
1_M_1,0.823433337323387,64.25748127081664
1_M_10,0.9018849418577822,73.08476159798421
1_M_11,0.8938677793234189,72.18268009768471
1_M_12,0.9090138869488597,73.88690193825394
1_M_13,0.8616027133552623,68.55225362309804
1_M_14,0.9053386287679448,73.47336630147255
1_M_15,0.9319911442548153,76.47227533619642
1_M_2,0.8815767709472436,70.79971059586278
1_M_3,0.9185797901571577,74.96324587925233
1_M_4,0.9080808634275634,73.78191925213548
1_M_5,0.9213162435852849,75.2711483326907
1_M_6,0.9096903047026299,73.96301165157644
1_M_7,0.8288354923812039,64.86532527030131
1_M_8,0.7405786331374926,54.93476945868569
1_M_9,0.8669694868660325,69.15611653339984
21_F_1,0.8560051742984677,67.92242525069129
21_F_10,1.0827369971108889,93.43401766404276
21_F_11,1.0982950862808218,95.18459517323642
21_F_12,1.0510683606846727,89.87070072524389
21_F_13,1.0590939435034517,90.77372966583366
21_F_14,1.040196005668295,88.64735639576017
21_F_15,1.0126163676518827,85.54412864742338
21_F_2,1.0013680567704335,84.27848221549924
21_F_3,1.0035626019910857,84.52540980822744
21_F_4,0.9732423028869931,81.11380616565249
21_F_5,1.08181966949267,93.33080106208888
21_F_6,1.0140485546037254,85.7052766032856
21_F_7,1.095118144543407,94.82712950423353
21_F_8,1.0702008994199472,92.02347100685891
21_F_9,1.057241328686064,90.56527567144563
27_F_1,0.74903523682532,55.88629634983402
27_F_10,0.9792450956855732,81.78923320240273
27_F_11,0.9650568185371424,80.1927852968174
27_F_12,0.9574276956868066,79.33436555575541
27_F_13,1.007779467983442,84.99988650551805
27_F_14,1.0013878792370927,84.28071261564232
27_F_15,0.9140674468680197,74.45552243137597
27_F_16,0.928242699543016,76.05050483885198
27_F_17,0.9186876018695753,74.97537672365902
27_F_18,0.8986411836962777,72.71977782518469
27_F_19,0.9517618413999,78.69685043569842
27_F_2,0.9023928632300787,73.14191230081599
27_F_20,0.9273985901467717,75.95552666330455
27_F_3,0.8625522210586336,68.65909108958718
27_F_4,0.9674576342761025,80.46292220054875
27_F_5,0.9645799810698585,80.139132117648
27_F_6,0.8950516342048938,72.31588602721904
27_F_7,0.9459999659078719,78.04853112495609
27_F_8,0.9488932763301134,78.37408293899762
27_F_9,0.9242568825144563,75.60202549349366
2_F_1,0.9465097573307846,78.10589224363738
2_F_2,0.8837688331712297,71.04635880478801
2_F_3,0.9158095631353972,74.65154326161812
2_F_4,0.9765248493066129,81.48315434667306
2_F_5,0.9620162420686691,79.85066328411038
2_F_6,0.98385709947555,82.30817033014799
2_F_7,0.9832085945034972,82.23520132950297
2_F_8,0.9269236535232296,75.90208736479018
2_F_9,0.9190902791331903,75.02068548577296
33_F_1,0.74700157660363,55.65747134397711
33_F_10,0.950999195480509,78.61103843273445
33_F_11,0.9544813179402205,79.00284267010886
33_F_12,0.9488296052125296,78.36691874131178
33_F_13,0.9439995775232324,77.82344982624689
33_F_14,0.8393984275450839,66.0538540495742
33_F_15,0.9568361174150883,79.26780187906694
33_F_16,0.9265380690979002,75.85870186831279
33_F_2,0.6938710528836016,49.6792886211458
33_F_3,0.8635557446476797,68.77200635866306
33_F_4,0.9209733554923583,75.23256697625987
33_F_5,0.8263563252408773,64.58637236098292
33_F_6,0.9152702845497145,74.59086428279402
33_F_7,0.8587925057776666,68.23605244133519
33_F_8,0.9317283737764046,76.44270871753513
33_F_9,0.913101443349688,74.34682887559784
40_F_1,0.9887836688285803,82.86250199727614
40_F_10,0.9416974483928837,77.5644170212006
40_F_11,1.0265077676043237,87.10717228744528
40_F_12,1.0221341566227444,86.61505883220738
40_F_13,1.003887477891384,84.56196445437514
40_F_14,1.0058376940319254,84.78140043243188
40_F_15,0.9737758223629656,81.17383713636829
40_F_16,0.9667982162950299,80.38872528123461
40_F_2,0.9488131718604773,78.36506968027419
40_F_3,0.9428143365956723,77.69008794047159
40_F_4,1.0337534161230284,87.92244395723874
40_F_5,0.9666417902813127,80.37112441402816
40_F_6,0.9382778965166536,77.17965315073647
40_F_7,0.9291950757827281,76.15766506960527
40_F_8,0.9054794288688885,73.4892089597394
40_F_9,0.9092518844953557,73.9136811363668
41_M_1,0.7697176273245759,58.21345409066565
41_M_10,1.1077143311353166,96.24443729239158
41_M_11,1.0675451106267697,91.72464484127234
41_M_12,1.14109153333367,100.0
41_M_13,1.0057771919250502,84.7745928080252
41_M_14,1.0086209792016536,85.09457233719347
41_M_15,1.1070504007435629,96.1697326420467
41_M_16,1.1008965859497664,95.47731279176185
41_M_17,1.0950366578385005,94.8179607180574
41_M_18,1.1215781392965538,97.80437633720308
41_M_19,1.0941843470529697,94.7220597320368
41_M_2,1.00071901705038,84.20545304565138
41_M_20,1.1139391621657615,96.94484780433844
41_M_3,1.1025791856866385,95.66663689346682
41_M_4,1.0579400759959618,90.64389787960732
41_M_5,1.0305903807036398,87.5665430104396
41_M_6,1.1016497027818095,95.56205259326124
41_M_7,1.1204394363710963,97.6762508515354
41_M_8,1.1294974864455596,98.69545176781178
41_M_9,1.0996997407366265,95.34264520570906
47_F_1,0.8140594027890715,63.20273741447345
47_F_10,0.9679141064945348,80.51428390637466
47_F_11,0.8641281398919967,68.83641158414584
47_F_12,0.9406276788676396,77.4440478389406
47_F_13,0.9547735455144859,79.03572376581977
47_F_14,0.8970609068974496,72.54196697758555
47_F_15,0.9246216305132462,75.64306650027996
47_F_2,0.9830302552096937,82.21513480633756
47_F_3,1.0251705782306817,86.9567133449966
47_F_4,0.9834533148238287,82.2627369660542
47_F_5,0.2523511554740684,0.0
47_F_6,0.9404172426285666,77.42036980603972
47_F_7,0.9673130440976487,80.4466530873121
47_F_8,0.9637868482154228,80.04988976136552
47_F_9,0.9785545027225697,81.71152851156079
4_F_1,0.7148757556491756,52.042712551108416
4_F_2,0.8825650398505485,70.91090942601889
4_F_3,0.9344226067732968,76.74586057875479
4_F_4,0.9047380241903579,73.40578699568773
4_F_5,0.9032781963344285,73.24152891849255
4_F_6,0.9280142858211625,76.02480400117837
4_F_7,0.892303425916616,72.00666093103332
4_F_8,0.8974001360801585,72.58013663783277
51_M_1,0.7935557828242041,60.89569471947997
51_M_10,0.8912812481503767,71.89164671634207
51_M_11,0.8739713538956712,69.94395820280857
51_M_12,0.8352191980178588,65.58361216214132
51_M_13,0.9033227992058431,73.24654758001913
51_M_14,0.8200859691073815,63.88083941911333
51_M_15,0.784951454547044,59.927546034947106
51_M_17,0.831264005913184,65.13857869644009
51_M_18,0.8166424912207597,63.49338342269344
51_M_19,0.842741555589563,66.43001880226953
51_M_2,0.8573582118064123,68.07466740617919
51_M_20,0.8449953402998432,66.68361195122807
51_M_3,0.8872018906648453,71.43264231110103
51_M_4,0.8658491316455222,69.03005550945846
51_M_5,0.9381011823638612,77.15976948648596
51_M_6,0.9152211535326785,74.58533611976014
51_M_7,0.8908156858781,71.83926220857413
51_M_8,0.8034198802760615,62.005591118652646
51_M_9,0.8327642777903181,65.30738748633071
58_M_1,0.5536179121436836,33.8981736595755
58_M_2,0.6146313071568763,40.76332759352124
58_M_3,0.5878784480479606,37.75312801495073
58_M_4,0.649539532973423,44.691159239993524
58_M_5,0.6190384588574838,41.25921501018407
58_M_6,0.5398156737993006,32.34516237661527
58_M_7,0.4975251496791676,27.586683390661754
58_M_8,0.6452782374028947,44.21168337992389
58_M_9,0.3778725050234231,14.123511508687628
75_M_1,0.6855879815883871,48.74728738641367
75_M_10,0.9821589831182986,82.11710031695233
75_M_11,1.0431045700538861,88.97462456743884
75_M_12,1.0230757958075984,86.7210109424425
75_M_13,1.012449711329613,85.5253766781845
75_M_14,0.9724942658535145,81.02963793698709
75_M_15,0.9625726760894912,79.91327257189384
75_M_16,0.9593143293912938,79.54664731446552
75_M_17,0.9215887622932698,75.30181181043672
75_M_18,0.9275044597718902,75.96743898638067
75_M_19,0.849971041484739,67.24347187307376
75_M_2,0.9436320154162274,77.78209217938378
75_M_20,0.9155340847274136,74.62054676198264
75_M_3,0.9185016572087248,74.954454453727
75_M_4,0.902780663327424,73.18554710204772
75_M_5,0.8601855172979274,68.39279242468281
75_M_6,0.969409590003639,80.68255391484506
75_M_7,0.9707434672006663,80.83264017515874
75_M_8,0.9634441147922668,80.01132580819154
75_M_9,0.9933003641489038,83.37071513047498
86_M_1,0.4633189147330768,23.737838913889874
86_M_10,0.7045598170170825,50.881975524966144
86_M_11,0.43562485809262586,20.621736919385256
86_M_12,0.40755701396311816,17.463576805505326
86_M_2,0.7442674004298672,55.349825124464985
86_M_3,0.7496501327265792,55.95548369819554
86_M_4,0.6607763139183067,45.95550833730198
86_M_5,0.592021181207364,38.21926337490597
86_M_6,0.5780214660595995,36.64403223918546
86_M_7,0.6361464900860385,43.18419013843884
86_M_8,0.7020975869918635,50.60492835949935
86_M_9,0.7224446013139973,52.89434997564517
8_M_1,1.021820167271175,86.57972912744864
8_M_10,1.0535249337232333,90.14711137336555
8_M_11,1.0420305119991982,88.85377284499603
